Cluster,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
Melotte_20,248087520158674304,53.65575268795122,46.72120926497343,5.926521165088253,22.298393782312758,-27.197981473104463,16.7865,3.1038810000000003
Melotte_20,248043574053255680,54.01211892331787,46.71587793873106,5.6688773053345525,22.348467936609023,-25.50458660108136,14.896401999999998,2.3708048
Melotte_20,248444002445439488,57.46564863426914,47.99898616123321,5.747374561129358,21.007008811346605,-26.459334703703647,16.810106,3.315322
Melotte_20,248624665950977536,55.35849403056297,48.14497653448724,5.950443071067423,22.30227853336524,-27.318928967833337,10.24944,0.76728344
Melotte_20,248626005980299904,55.14148486687688,48.076495793846064,5.531417212378715,21.312773925313437,-26.06925622638165,12.679382,1.2694597
Melotte_20,248635764146008832,54.816612198184615,48.16924833474445,5.552812157889118,20.867326927189666,-25.20487945633052,16.370307999999998,2.822917
Melotte_20,441849162923735552,51.40702735912898,50.32154085958926,5.671539015921807,23.28623311143337,-25.95776558210413,9.94055,0.81447315
Melotte_20,441850842251784448,51.180239700810674,50.25443819469242,6.167455242735159,24.08382656160942,-26.34177637254509,16.350002,2.9894466
Melotte_20,441409701870651904,51.8540655361488,48.96983052545275,5.807265465324185,23.49453840872243,-26.64031614558823,16.700605,3.0974302
Melotte_20,441396920047753984,52.16659710284644,48.7714808083609,6.005603715922681,22.310199734249696,-26.845183966859903,16.01578,2.7648487
Melotte_20,441401730411085312,52.12046910456783,48.90405161645641,5.821648190857438,23.55109169230807,-26.61844388749984,17.57241,3.198122
Melotte_20,441401936569499136,52.131428494626704,48.9408056952454,5.745177539681173,23.47216508814559,-25.533411788583933,9.647073,0.6266136
Melotte_20,441414958910333824,52.003492647016856,49.00014375229642,5.871336117418433,24.045199789377666,-26.50412966111834,12.65767,1.276434
Melotte_20,441409530071698944,51.89432075900864,48.9618144828715,5.981605860425103,23.381360274561573,-25.714162774897108,15.516874,2.9435272
Melotte_20,441406472055248000,51.76023556090112,48.83861328898132,5.934347459638487,23.033647564248238,-25.36087519448221,16.564465,3.3244762000000003
Melotte_20,441405922299247616,51.70895105679934,48.79211154276857,5.614059849704804,22.23960720735768,-26.47860712393854,10.198616,0.77801514
Melotte_20,441405922299247488,51.70795935082984,48.79319135794486,5.82592718565272,22.28031061746379,-26.35529746158996,16.3147,2.0926056
Melotte_20,441415508666161152,51.90767059452494,48.99122115354663,5.812850333943249,23.664211617621003,-25.4596597306658,10.424097,0.7860451
Melotte_20,441402795562969728,52.05587746312455,48.93750326705801,5.907506997571082,23.187726878300666,-26.52773172421433,16.476175,3.0631132
Melotte_20,441874486050742016,51.55821156705418,50.639768942571344,5.5926336510186845,22.12225277012045,-24.584858093771054,16.893612,
Melotte_20,441405784860291328,51.76114306118883,48.7838789247992,5.8494365494202105,22.898888921110487,-25.638565501689435,15.550589000000002,2.593112
Melotte_20,442619366521168768,50.19117094483183,51.23529123624032,6.215224005149207,23.290042207133546,-26.43497651504873,17.682503,3.2155113
Melotte_20,248157957623175424,54.89176038132585,47.12119697829815,6.002031414231099,22.53976233546917,-27.335416630401465,17.290004999999994,3.2344418
Melotte_20,248192111202669952,53.99385098408485,47.09091679088315,5.497697805306012,22.576651028723965,-25.88668275618811,6.852349799999999,-0.008961201
Melotte_20,248221901095145344,54.070354921317815,47.51581728120715,5.530312123815508,21.89010080331016,-24.96759811416107,15.56782,2.5861025
Melotte_20,441688840384671232,51.07126510939967,49.64996892475243,5.570371508809758,23.37715194724976,-25.90923748478577,11.15982,0.9209776
Melotte_20,248238187611328768,54.77493664875864,47.7453050544484,5.86442519446256,21.66868222808904,-27.123288510971754,14.971625,2.3618498
Melotte_20,435561296442107520,49.22338554115468,48.53449620221796,5.723257451094028,23.794710412216237,-24.193879717535005,12.986751,1.4335041000000002
Melotte_20,248230628469065728,54.39334050091834,47.531591818491925,6.031146196275338,23.454458647390947,-27.93600546224189,13.76551,1.8261452
Melotte_20,248246708826521984,54.38691062869368,47.718732444512646,5.641146586646742,21.99779093298345,-25.80525495242653,16.406670000000002,2.8762197
Melotte_20,248755301674957696,56.01098901418441,48.66616171263047,5.788329370241691,21.570012019397225,-27.533053031188725,12.722374,1.3145752
Melotte_20,248693041829110528,56.46551095672412,48.39693986480621,5.608307603074008,20.710930483562137,-26.2924185899694,15.28736,2.482854
Melotte_20,248637585212978432,54.8956462023649,48.20998363901422,5.417341135485948,20.94589111416889,-25.235021673314428,15.525603,2.404377
Melotte_20,244844716770929920,55.29705202614219,46.01359960692293,5.612198377723789,21.14408590571387,-26.08320448645266,16.818213,2.9752817000000005
Melotte_20,244989817947577984,57.27094894480365,45.90107998130126,5.700952671036817,20.75323975689349,-26.56359722958269,17.309573999999998,3.144846
Melotte_20,245128631291349376,57.84368172389528,46.86579581717425,5.886985909462918,21.492148697569647,-27.75651364116171,16.168795000000006,2.8422146
Melotte_20,245189890404732160,56.43112779172277,46.30108758372693,5.460986226154701,20.47227957919043,-25.7472570634132,11.924691,1.093421
Melotte_20,434698385971110400,47.77987694823669,46.04236280797176,5.792640699942282,24.844303088895177,-24.060375683913733,14.023608,1.9149046000000003
Melotte_20,441481170120133120,51.33649475396546,49.31606176086638,5.659112964176952,23.03119016551701,-24.687917811515344,8.395041,0.25454807
Melotte_20,441482407076055296,51.32024640469773,49.37925409367254,5.958543998053397,23.99588532756434,-25.81129616430077,17.070192000000002,3.0829153
Melotte_20,441486049208233984,51.592768345141685,49.42697616625226,5.665994771287853,23.29897354397329,-25.026038106116804,11.133807,0.968071
Melotte_20,441493058594758400,51.65294029802683,49.63681401823239,5.8086370109720455,23.85271606836547,-25.55026305964861,16.333239000000006,2.9738417
Melotte_20,441652487781760384,50.60743407310957,49.20170135680932,6.1298100664483215,23.90424223403661,-25.874366364403823,17.598979999999994,3.0779438
Melotte_20,441493745791802496,52.3916955336065,48.98176036310166,5.642032790403544,22.328278897510888,-25.692858649704213,17.274925,3.070795
Melotte_20,441493780146708224,52.35415020192082,48.962413200595606,5.564273221606815,22.047949207378373,-25.67313753553913,10.145709,0.7401047
Melotte_20,441494192468393728,52.44541185388242,49.00939321663076,5.985225718492818,23.9079867287455,-25.90911000342081,9.085546,0.71718407
Melotte_20,441480414211324032,51.29193228511117,49.25143016308178,5.663995724196923,23.82165992987008,-25.029143297893054,8.1357765,0.16098022
Melotte_20,441495223260539904,52.37889838679028,49.050062825657214,5.784321142043318,22.910017320351663,-26.952686505898026,17.231108,3.1945782000000005
Melotte_20,441558445178565120,52.99482735159571,49.87005044659441,5.766184254087907,21.375196128737432,-26.77632085045446,9.113573,0.55907536
Melotte_20,441560399381392768,52.87591726540772,49.901970701390646,5.678820185504197,22.373820978659765,-25.09206178546669,8.726149000000001,0.34854317
