Cluster,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
IC_4725,4092908463622197632,277.9463573769754,-19.09098373651032,1.3177907081139022,-1.8257601771394307,-6.4843149693798425,17.15644,2.0623302
IC_4725,4092908467988797696,277.945729671591,-19.091227452493168,1.414545757072209,-2.0937624399897974,-6.367808633709723,17.89033,2.0549812
IC_4725,4092908502376168192,277.96203038104943,-19.08377925109093,1.5385454139502266,-1.8617224470228404,-6.147216554210472,13.029457,1.1173124
IC_4725,4092908532344623744,277.9729083959622,-19.08853564986265,1.4328637746822692,-2.0406335989225965,-6.339272215630256,16.796818,1.9158306
IC_4725,4092908566702019072,277.9909509418207,-19.07742161184219,1.4706209752797554,-1.617203746730831,-5.950709312058362,17.67215,2.0496597
IC_4725,4092908055671974528,277.9150492410141,-19.11560347999868,1.331363448324646,-1.4729435177752377,-6.432066811397209,16.406593,1.823411
IC_4725,4092908674174883584,277.93754611717713,-19.08988841464329,1.6344747743635608,-1.6198236728524114,-5.937334204668447,10.273533,0.5643815999999999
IC_4725,4092921417243623680,277.79780902442155,-19.032501020959675,1.3495839939707714,-1.7026373369556531,-5.904394518658867,15.329772,1.5519114
IC_4725,4092921245442887296,277.83851555131537,-19.03699140058067,1.5318562846125463,-1.4685256941486016,-6.073744641569919,12.281871,0.7674055000000001
IC_4725,4092848441550440192,277.9075208024904,-19.32179230496038,1.5347166114276711,-1.7910555238875712,-6.145083886749643,16.696178,1.8129196
IC_4725,4092849433591078656,278.1333029672632,-19.38667221978445,1.5340437391287014,-1.4473736861389006,-5.55331874847205,16.609194,1.7490101000000002
IC_4725,4092849605388402560,278.05263314212294,-19.405136563154027,1.4472114663360671,-1.6903571787048723,-5.879236091598887,10.427425,0.5145817
IC_4725,4092909601860869504,277.9133966897388,-19.048665904556504,1.8505426509140368,-1.9886363447656004,-6.0761049770443885,17.299946,
IC_4725,4092909258290595456,277.8533508162067,-19.07040393502647,1.5169267114671243,-1.691537893880844,-6.246337573789155,14.352834,1.2563124
IC_4725,4092921078042754816,277.8303008894326,-19.053101932118192,1.5349559003151272,-1.5036435109289912,-5.991852063605236,10.612958,0.5122938
IC_4725,4092919463106682752,277.7729704349073,-19.09944216734124,1.47251147524054,-1.9272008107149408,-6.279627467343872,15.642926999999998,1.7578068
IC_4725,4092919527457959296,277.80661944848214,-19.08438005001522,1.5903276200786316,-1.58520390467367,-5.6006628724054695,13.533612,1.1038598999999998
IC_4725,4092921284201205120,277.8463625160714,-19.02596399281825,1.555036178230086,-1.6702970601710234,-6.001578152385753,11.976908,0.6796255
