Cluster,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
IC_4756,4284023861096785920,279.9673753030773,5.5748114407331295,2.191390124399999,1.2819769986572096,-4.981549935420643,10.734167,0.5496291999999999
IC_4756,4284023929816280704,279.9688948099743,5.588896623179276,2.14057915412766,1.4019586743650991,-4.582561763919744,14.936751,1.3313456
IC_4756,4284024101614974336,279.99707796457324,5.613214531489478,2.0725256884975045,1.429545834996304,-4.549758526842477,15.872005,1.9575691
IC_4756,4284025647803059456,280.1723203876059,5.664194361873975,2.072169608896983,1.8134895461863,-4.832986744481527,16.008902,1.7019157
IC_4756,4284026365037203072,280.0479351429234,5.674479837742102,2.1322472670122665,1.3731063666733123,-4.734327482695704,12.450649,0.8465681
IC_4756,4284027361468927872,279.9404691807669,5.639315512741454,2.106521569908107,1.1986871042459692,-4.9079396800988615,17.78608,2.2847652000000003
IC_4756,4284029564813498752,280.0294595023492,5.721517894790796,2.084474595421549,1.3413903878613664,-5.131012333126141,16.084020000000002,1.7651023999999995
IC_4756,4284031042282335104,280.0292651658017,5.780083319155952,2.095996923775375,1.2331752608530429,-4.7467512249162045,13.549209,1.0063591
IC_4756,4284032725910049664,279.619147604712,5.587330468735603,2.0898382139896468,0.7987788414664202,-4.966587825151811,15.103539,1.4187975
IC_4756,4284026261951146368,280.07616056180075,5.673941794167532,1.9480714319897936,0.7084964061375095,-5.396283194052339,16.551448999999998,1.8982277
IC_4756,4284651029383136384,278.83829198738846,5.251696386385175,1.7021199593026652,0.6851464293546873,-4.930541697656413,17.824528,2.059248
IC_4756,4284023311340862592,280.06249058927483,5.5809973055558935,2.04812306147138,0.8577600472101541,-5.067789962043786,11.40445,0.7793369000000001
IC_4756,4284022143110163584,279.7871664232116,5.626668539287901,2.1074123685646784,1.2108498538458647,-4.698785888904904,14.032719,1.1182861000000002
IC_4756,4284018019941294208,279.93423206908864,5.568456866406976,2.156091912302935,1.0238247666846867,-4.966692478254113,14.376389499999998,1.1941385
