Cluster,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
NGC_752,342911017843002240,29.252444749544438,37.77025775210906,2.5334080871281754,9.83853412385342,-11.45142130463882,16.483719,2.125389
NGC_752,342702827892893824,28.128304699611288,37.42454986718953,2.3878035346382416,10.171358206010222,-11.85030828076468,17.236826,2.1458511
NGC_752,342699877250650368,28.23309187440865,37.40592712028543,2.242414932533333,9.910810646851212,-11.679450958151872,14.093739,1.0925074
NGC_752,342642874444362240,27.238999892851968,37.32174072431236,2.3032926536281906,10.369170430030794,-11.715624160066929,13.761614000000002,1.0078373
NGC_752,342618719548277760,27.78499128058009,37.33628989950724,2.2252005343571533,10.244188197792049,-11.75956328278254,16.600014,1.9523172
NGC_752,342579446367442816,27.253199669562893,36.83844793013973,2.313423249977248,10.39824601367964,-12.112640722459734,15.64991,1.6547823
NGC_752,342733962111154432,28.629486967215904,37.73563167284647,2.4840410660821908,10.04635420379973,-11.918989575533733,17.900053,2.3397675
NGC_752,342736023695458560,28.42996259688984,37.72285965647927,2.327954518015269,10.0942747638767,-11.626220755680349,14.392435,1.1833658
NGC_752,342854319978585344,29.367806285906376,37.400669065652366,3.331642663199831,9.630553441009834,-11.305556680521171,10.10912,0.52899647
NGC_752,342854392994216064,29.33648483484145,37.387718909824855,2.321409271177226,9.596509893962258,-11.321420442943795,15.151136,1.4321775
NGC_752,342854805311070976,29.41887901485587,37.4468704444711,2.3442792004993844,9.97532024655452,-11.5350265932194,15.522963,1.6149035
NGC_752,342855251987671040,29.32130047370732,37.43577504301145,2.221433534761331,9.717262172693284,-11.606845686820645,10.077931,0.61283493
NGC_752,330992036920159872,31.20613474328423,38.309006290176846,2.2539363554637544,10.48799061735907,-11.956442704463722,16.699217,2.03905
NGC_752,330982656711606144,31.07859516633257,38.14521492071307,2.3126156653827854,9.633099852506511,-12.832045364674912,10.46748,0.5588255
NGC_752,330874659757287936,30.961116283060733,37.254339118408495,2.194150396494576,9.231099606233808,-11.69380002741626,12.421119,0.7392769
NGC_752,330973173423704192,30.64516281164684,38.07388317542888,2.1109079266522888,9.56155788725541,-11.09165124251081,14.742594,1.3033656999999998
NGC_752,330946952647133440,30.71842040164997,37.69892468910125,2.1470927123513617,9.385530799228077,-12.239059969467537,17.65833,2.5033665000000003
NGC_752,342539382912584832,28.629472914686733,37.49210664172183,2.260990654364588,9.920640631934234,-11.564157426136545,11.07537,0.5802698000000001
NGC_752,330935171553194368,31.10151101419639,38.06327027204981,2.6557763944058324,9.567791068906498,-11.309544091964836,17.617898999999994,2.5117130000000003
NGC_752,330889335662303232,31.1077637818056,37.578887920416605,2.222258102295105,9.523805780529136,-11.821052630711018,14.240991,1.1414708999999998
